,MSA,year,income_pc
41888,"Los Angeles-Long Beach-Glendale, CA",2019,
41889,"Lynchburg, VA",2019,40521
41890,"Macon-Bibb County, GA",2019,41402
41891,"Madison, WI",2019,61743
41892,"Mansfield, OH",2019,40313
41893,"Medford, OR",2019,47708
41894,"Memphis, TN-MS-AR",2019,47904
41895,"Miami-Miami Beach-Kendall, FL",2019,
41896,"Midland, MI",2019,54477
41897,"Milwaukee-Waukesha, WI",2019,57860
41898,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,64270
41899,"Mobile, AL",2019,39910
41900,"Monroe, MI",2019,48696
41901,"Montgomery, AL",2019,44473
41902,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
41903,"Muskegon, MI",2019,39769
41904,"Naples-Marco Island, FL",2019,103205
41905,"Nashville-Davidson--Murfreesboro--Franklin, TN",2019,61516
41906,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
41907,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
41908,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
41909,"North Port-Sarasota-Bradenton, FL",2019,59917
41910,"Oakland-Hayward-Berkeley, CA",2019,
41911,"Ocala, FL",2019,38754
41912,"Ogden-Clearfield, UT",2019,46201
41913,"Oklahoma City, OK",2019,51408
41914,"Omaha-Council Bluffs, NE-IA",2019,58368
41915,"Orlando-Kissimmee-Sanford, FL",2019,45718
41916,"Oxnard-Thousand Oaks-Ventura, CA",2019,63190
41917,"Palm Bay-Melbourne-Titusville, FL",2019,48539
41918,"Panama City, FL",2019,46818
41919,"Pensacola-Ferry Pass-Brent, FL",2019,45259
41920,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
41921,"Phoenix-Mesa-Chandler, AZ",2019,48082
41922,"Pittsburgh, PA",2019,59494
41923,"Portland-Vancouver-Hillsboro, OR-WA",2019,58941
41924,"Port St. Lucie, FL",2019,56602
41925,"Providence-Warwick, RI-MA",2019,56197
41926,"Provo-Orem, UT",2019,43520
41927,"Pueblo, CO",2019,39533
41928,"Punta Gorda, FL",2019,43549
41929,"Racine, WI",2019,50729
41930,"Raleigh-Cary, NC",2019,58147
41931,"Richmond, VA",2019,58111
41932,"Riverside-San Bernardino-Ontario, CA",2019,40988
41933,"Roanoke, VA",2019,46891
41934,"Rochester, MN",2019,55770
41935,"Rockford, IL",2019,44621
41936,"Rocky Mount, NC",2019,40816
41937,"Sacramento-Roseville-Folsom, CA",2019,57014
41938,"Saginaw, MI",2019,41659
41939,"St. Louis, MO-IL",2019,57615
41940,"Salem, OR",2019,44118
41941,"Salisbury, MD-DE",2019,49074
41942,"Salt Lake City, UT",2019,54456
41943,"San Angelo, TX",2019,51990
41944,"San Antonio-New Braunfels, TX",2019,48025
41945,"San Diego-Chula Vista-Carlsbad, CA",2019,60845
41946,"Santa Maria-Santa Barbara, CA",2019,62715
41947,"Savannah, GA",2019,47964
41948,"Scranton--Wilkes-Barre, PA",2019,46925
41949,"Seattle-Bellevue-Everett, WA",2019,
41950,"Sebring-Avon Park, FL",2019,34433
41951,"Sherman-Denison, TX",2019,44585
41952,"Sierra Vista-Douglas, AZ",2019,40546
41953,"Silver Spring-Frederick-Rockville, MD",2019,
41954,"Sioux Falls, SD",2019,64219
41955,"Spokane-Spokane Valley, WA",2019,46337
41956,"Springfield, IL",2019,49212
41957,"Springfield, MO",2019,42993
41958,"Springfield, OH",2019,41625
41959,"Tacoma-Lakewood, WA",2019,
41960,"Tampa-St. Petersburg-Clearwater, FL",2019,49186
41961,"Texarkana, TX-AR",2019,38802
41962,"The Villages, FL",2019,53411
41963,"Toledo, OH",2019,48252
41964,"Trenton-Princeton, NJ",2019,70675
41965,"Tulsa, OK",2019,56680
41966,"Tyler, TX",2019,55986
41967,"Virginia Beach-Norfolk-Newport News, VA-NC",2019,49792
41968,"Waco, TX",2019,42274
41969,"Detroit-Warren-Dearborn, MI",2019,54213
41970,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,73059
41971,"Waterloo-Cedar Falls, IA",2019,46971
41972,"Wausau-Weston, WI",2019,51329
41973,"Wenatchee, WA",2019,50227
41974,"West Palm Beach-Boca Raton-Delray Beach, FL",2019,
41975,"Wichita, KS",2019,52706
41976,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
41977,"Wilmington, NC",2019,46620
41978,"Winchester, VA-WV",2019,49538
41979,"Winston-Salem, NC",2019,45600
41980,"York-Hanover, PA",2019,52015
41981,"Youngstown-Warren-Boardman, OH-PA",2019,43047
41982,"Akron, OH",2020,54843
41983,"Albany-Lebanon, OR",2020,48040
41984,"Albany-Schenectady-Troy, NY",2020,65112
41985,"Allentown-Bethlehem-Easton, PA-NJ",2020,59193
41986,"Amarillo, TX",2020,51116
41987,"Anaheim-Santa Ana-Irvine, CA",2020,
41988,"Anchorage, AK",2020,64904
41989,"Ann Arbor, MI",2020,63655
41990,"Anniston-Oxford, AL",2020,40195
41991,"Asheville, NC",2020,49809
41992,"Athens-Clarke County, GA",2020,44364
41993,"Atlanta-Sandy Springs-Alpharetta, GA",2020,58773
41994,"Augusta-Richmond County, GA-SC",2020,46594
41995,"Austin-Round Rock-Georgetown, TX",2020,64913
41996,"Bakersfield, CA",2020,44721
41997,"Baltimore-Columbia-Towson, MD",2020,66695
41998,"Barnstable Town, MA",2020,80420
41999,"Battle Creek, MI",2020,44729
42000,"Bay City, MI",2020,47786
42001,"Beaumont-Port Arthur, TX",2020,47281
42002,"Bellingham, WA",2020,52787
42003,"Binghamton, NY",2020,49652
42004,"Birmingham-Hoover, AL",2020,55074
42005,"Bismarck, ND",2020,61404
42006,"Blacksburg-Christiansburg, VA",2020,40692
42007,"Boston-Cambridge-Newton, MA-NH",2020,85724
42008,"Bremerton-Silverdale-Port Orchard, WA",2020,60704
42009,"Brownsville-Harlingen, TX",2020,33690
42010,"Brunswick, GA",2020,45251
42011,"Buffalo-Cheektowaga, NY",2020,55777
42012,"Burlington-South Burlington, VT",2020,61802
42013,"California-Lexington Park, MD",2020,61144
42014,"Boston-Cambridge-Newton, MA-NH",2020,85724
42015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
42016,"Canton-Massillon, OH",2020,49255
42017,"Cape Coral-Fort Myers, FL",2020,54707
42018,"Cedar Rapids, IA",2020,55971
42019,"Charleston, WV",2020,48623
42020,"Charlotte-Concord-Gastonia, NC-SC",2020,56682
42021,"Chattanooga, TN-GA",2020,49865
42022,"Chicago-Naperville-Arlington Heights, IL",2020,
42023,"Cleveland, TN",2020,41756
42024,"Cleveland-Elyria, OH",2020,58846
42025,"Colorado Springs, CO",2020,54166
42026,"Columbus, OH",2020,56252
42027,"Corpus Christi, TX",2020,48060
42028,"Corvallis, OR",2020,50399
42029,"Dallas-Fort Worth-Arlington, TX",2020,61554
42030,"Danville, IL",2020,44533
42031,"Daphne-Fairhope-Foley, AL",2020,50953
42032,"Davenport-Moline-Rock Island, IA-IL",2020,53620
42033,"Dayton, OH",2020,
42034,"Decatur, AL",2020,43264
42035,"Deltona-Daytona Beach-Ormond Beach, FL",2020,47194
42036,"Denver-Aurora-Lakewood, CO",2020,69822
42037,"Des Moines-West Des Moines, IA",2020,58076
42038,"Detroit-Warren-Dearborn, MI",2020,58356
42039,"Dover, DE",2020,46600
42040,"Duluth, MN-WI",2020,49785
42041,"Dutchess County-Putnam County, NY",2020,
42042,"East Stroudsburg, PA",2020,48409
42043,"Eau Claire, WI",2020,51569
42044,"Chicago-Naperville-Elgin, IL-IN-WI",2020,67671
42045,"El Paso, TX",2020,41732
42046,"Erie, PA",2020,50536
42047,"Flint, MI",2020,46152
42048,"Fort Collins, CO",2020,58725
42049,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2020,
42050,"Dallas-Fort Worth-Arlington, TX",2020,61554
42051,"Gadsden, AL",2020,39852
42052,"Gainesville, FL",2020,47729
42053,"Gainesville, GA",2020,48759
42054,"Glens Falls, NY",2020,53074
42055,"Goldsboro, NC",2020,42882
42056,"Grand Island, NE",2020,48375
42057,"Grand Junction, CO",2020,48435
42058,"Grand Rapids-Kentwood, MI",2020,54037
42059,"Grants Pass, OR",2020,46913
42060,"Green Bay, WI",2020,55159
42061,"Greensboro-High Point, NC",2020,47171
42062,"Gulfport-Biloxi, MS",2020,41111
42063,"Harrisburg-Carlisle, PA",2020,58372
42064,"Hattiesburg, MS",2020,41779
42065,"Houston-The Woodlands-Sugar Land, TX",2020,59893
42066,"Huntsville, AL",2020,55126
42067,"Jackson, MI",2020,44889
42068,"Jackson, MS",2020,47992
42069,"Jackson, TN",2020,44123
42070,"Jacksonville, FL",2020,55125
42071,"Jacksonville, NC",2020,43122
42072,"Johnson City, TN",2020,44020
42073,"Kalamazoo-Portage, MI",2020,52403
42074,"Kansas City, MO-KS",2020,58057
42075,"Killeen-Temple, TX",2020,45574
42076,"Kingsport-Bristol, TN-VA",2020,42869
42077,"Knoxville, TN",2020,50540
42078,"La Crosse-Onalaska, WI-MN",2020,54656
42079,"Chicago-Naperville-Elgin, IL-IN-WI",2020,67671
42080,"Lakeland-Winter Haven, FL",2020,39760
42081,"Lansing-East Lansing, MI",2020,46323
42082,"Little Rock-North Little Rock-Conway, AR",2020,49837
42083,"Longview, TX",2020,45075
42084,"Los Angeles-Long Beach-Glendale, CA",2020,
42085,"Lubbock, TX",2020,46297
42086,"Lynchburg, VA",2020,43529
42087,"Macon-Bibb County, GA",2020,44520
42088,"Madison, WI",2020,64280
42089,"Mankato, MN",2020,50562
42090,"Mansfield, OH",2020,43928
42091,"Medford, OR",2020,51824
42092,"Memphis, TN-MS-AR",2020,51155
42093,"Merced, CA",2020,43914
42094,"Miami-Miami Beach-Kendall, FL",2020,
42095,"Midland, MI",2020,57561
42096,"Midland, TX",2020,124667
42097,"Milwaukee-Waukesha, WI",2020,60499
42098,"Minneapolis-St. Paul-Bloomington, MN-WI",2020,67214
42099,"Mobile, AL",2020,42731
42100,"Monroe, MI",2020,52028
42101,"Montgomery, AL",2020,47446
42102,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
42103,"Mount Vernon-Anacortes, WA",2020,57315
42104,"Muskegon, MI",2020,44000
42105,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2020,43477
42106,"Nashville-Davidson--Murfreesboro--Franklin, TN",2020,62076
42107,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
42108,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
42109,"New Bern, NC",2020,48121
42110,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
42111,"Niles, MI",2020,52395
42112,"North Port-Sarasota-Bradenton, FL",2020,61988
42113,"Oakland-Hayward-Berkeley, CA",2020,
42114,"Ocala, FL",2020,41553
42115,"Ogden-Clearfield, UT",2020,49371
42116,"Oklahoma City, OK",2020,52688
42117,"Omaha-Council Bluffs, NE-IA",2020,61040
42118,"Orlando-Kissimmee-Sanford, FL",2020,48223
42119,"Oxnard-Thousand Oaks-Ventura, CA",2020,67422
42120,"Palm Bay-Melbourne-Titusville, FL",2020,51507
42121,"Panama City, FL",2020,50696
42122,"Parkersburg-Vienna, WV",2020,47706
42123,"Pensacola-Ferry Pass-Brent, FL",2020,48154
42124,"Peoria, IL",2020,52742
42125,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
42126,"Phoenix-Mesa-Chandler, AZ",2020,51851
42127,"Pittsburgh, PA",2020,63675
42128,"Portland-Vancouver-Hillsboro, OR-WA",2020,62603
42129,"Prescott, AZ",2020,
42130,"Providence-Warwick, RI-MA",2020,60897
42131,"Punta Gorda, FL",2020,45606
42132,"Raleigh-Cary, NC",2020,60884
42133,"Reading, PA",2020,55953
42134,"Redding, CA",2020,51649
42135,"Richmond, VA",2020,61148
42136,"Riverside-San Bernardino-Ontario, CA",2020,45365
42137,"Roanoke, VA",2020,50215
42138,"Rochester, MN",2020,59842
42139,"Rochester, NY",2020,56477
42140,"Rockford, IL",2020,47982
42141,"Rocky Mount, NC",2020,43623
42142,"Sacramento-Roseville-Folsom, CA",2020,61852
42143,"Saginaw, MI",2020,45328
42144,"St. Cloud, MN",2020,50850
42145,"St. Joseph, MO-KS",2020,43061
42146,"St. Louis, MO-IL",2020,60844
42147,"Salem, OR",2020,47638
42148,"Salinas, CA",2020,61510
42149,"Salisbury, MD-DE",2020,51228
42150,"Salt Lake City, UT",2020,58008
42151,"San Angelo, TX",2020,53305
42152,"San Antonio-New Braunfels, TX",2020,50022
42153,"San Diego-Chula Vista-Carlsbad, CA",2020,66266
42154,"San Francisco-Redwood City-South San Francisco, CA",2020,
42155,"San Luis Obispo-Paso Robles, CA",2020,62342
42156,"San Rafael, CA",2020,
42157,"Santa Cruz-Watsonville, CA",2020,75957
42158,"Santa Maria-Santa Barbara, CA",2020,67879
42159,"Santa Rosa-Petaluma, CA",2020,71386
42160,"Savannah, GA",2020,51184
42161,"Scranton--Wilkes-Barre, PA",2020,51246
42162,"Seattle-Bellevue-Everett, WA",2020,
42163,"Sheboygan, WI",2020,55616
42164,"Sherman-Denison, TX",2020,47045
42165,"Silver Spring-Frederick-Rockville, MD",2020,
42166,"Sioux Falls, SD",2020,67117
42167,"Spokane-Spokane Valley, WA",2020,49449
42168,"Springfield, MO",2020,44565
42169,"Springfield, OH",2020,45363
42170,"Stockton, CA",2020,51816
42171,"Syracuse, NY",2020,55563
42172,"Tacoma-Lakewood, WA",2020,
42173,"Tampa-St. Petersburg-Clearwater, FL",2020,52291
42174,"Texarkana, TX-AR",2020,41516
42175,"The Villages, FL",2020,54533
42176,"Toledo, OH",2020,51408
42177,"Topeka, KS",2020,50479
42178,"Trenton-Princeton, NJ",2020,74218
42179,"Tucson, AZ",2020,48373
42180,"Tulsa, OK",2020,58071
42181,"Tuscaloosa, AL",2020,42084
42182,"Tyler, TX",2020,57076
42183,"Valdosta, GA",2020,40046
42184,"Victoria, TX",2020,53547
42185,"Virginia Beach-Norfolk-Newport News, VA-NC",2020,53310
42186,"Visalia, CA",2020,46348
42187,"Waco, TX",2020,45403
42188,"Warner Robins, GA",2020,45888
42189,"Detroit-Warren-Dearborn, MI",2020,58356
42190,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020,76771
42191,"Wausau-Weston, WI",2020,54305
42192,"Wenatchee, WA",2020,55047
42193,"West Palm Beach-Boca Raton-Delray Beach, FL",2020,
42194,"Wichita, KS",2020,55000
42195,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
42196,"Wilmington, NC",2020,48744
42197,"Winston-Salem, NC",2020,48151
42198,"Youngstown-Warren-Boardman, OH-PA",2020,46635
42199,"Yuba City, CA",2020,48752
42200,"Abilene, TX",2018,44039
42201,"Akron, OH",2018,49770
42202,"Altoona, PA",2018,46236
42203,"Anaheim-Santa Ana-Irvine, CA",2018,
42204,"Anchorage, AK",2018,61584
42205,"Atlanta-Sandy Springs-Alpharetta, GA",2018,53354
42206,"Atlantic City-Hammonton, NJ",2018,48110
42207,"Augusta-Richmond County, GA-SC",2018,41738
42208,"Austin-Round Rock-Georgetown, TX",2018,60764
42209,"Bakersfield, CA",2018,38079
42210,"Baltimore-Columbia-Towson, MD",2018,60766
42211,"Boston-Cambridge-Newton, MA-NH",2018,77752
42212,"Boulder, CO",2018,72607
42213,"Buffalo-Cheektowaga, NY",2018,49344
42214,"Burlington, NC",2018,39742
42215,"Boston-Cambridge-Newton, MA-NH",2018,77752
42216,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
42217,"Canton-Massillon, OH",2018,44544
42218,"Cape Coral-Fort Myers, FL",2018,52022
42219,"Cedar Rapids, IA",2018,52032
42220,"Charleston, WV",2018,44328
42221,"Charlotte-Concord-Gastonia, NC-SC",2018,52232
42222,"Chattanooga, TN-GA",2018,45935
42223,"Cheyenne, WY",2018,52224
42224,"Chicago-Naperville-Arlington Heights, IL",2018,
42225,"Cleveland-Elyria, OH",2018,53881
42226,"Colorado Springs, CO",2018,48562
42227,"Columbia, MO",2018,45575
42228,"Columbus, OH",2018,51196
42229,"Corpus Christi, TX",2018,43618
42230,"Dallas-Fort Worth-Arlington, TX",2018,57562
42231,"Davenport-Moline-Rock Island, IA-IL",2018,48660
42232,"Dayton, OH",2018,
42233,"Deltona-Daytona Beach-Ormond Beach, FL",2018,43575
42234,"Denver-Aurora-Lakewood, CO",2018,64114
42235,"Detroit-Warren-Dearborn, MI",2018,52469
42236,"Dothan, AL",2018,41141
42237,"Duluth, MN-WI",2018,45717
42238,"Dutchess County-Putnam County, NY",2018,
42239,"Chicago-Naperville-Elgin, IL-IN-WI",2018,61970
42240,"Eugene-Springfield, OR",2018,44957
42241,"Fargo, ND-MN",2018,53618
42242,"Fayetteville, NC",2018,36324
42243,"Flint, MI",2018,40495
42244,"Fort Collins, CO",2018,53836
42245,"Dallas-Fort Worth-Arlington, TX",2018,57562
42246,"Gainesville, FL",2018,43026
42247,"Gainesville, GA",2018,44831
42248,"Grand Junction, CO",2018,44691
42249,"Grand Rapids-Kentwood, MI",2018,49040
42250,"Greeley, CO",2018,47884
42251,"Green Bay, WI",2018,51276
42252,"Greensboro-High Point, NC",2018,42745
42253,"Greenville, NC",2018,41163
42254,"Hagerstown-Martinsburg, MD-WV",2018,43505
42255,"Hickory-Lenoir-Morganton, NC",2018,39205
42256,"Homosassa Springs, FL",2018,38263
42257,"Houston-The Woodlands-Sugar Land, TX",2018,57875
42258,"Jackson, MS",2018,43423
42259,"Jacksonville, FL",2018,50411
42260,"Johnson City, TN",2018,39978
42261,"Kalamazoo-Portage, MI",2018,47968
42262,"Kankakee, IL",2018,41173
42263,"Kansas City, MO-KS",2018,53688
42264,"Kingsport-Bristol, TN-VA",2018,39689
42265,"Knoxville, TN",2018,46341
42266,"Chicago-Naperville-Elgin, IL-IN-WI",2018,61970
42267,"Lakeland-Winter Haven, FL",2018,36048
42268,"Lansing-East Lansing, MI",2018,41190
42269,"Las Vegas-Henderson-Paradise, NV",2018,47184
42270,"Lima, OH",2018,42427
42271,"Los Angeles-Long Beach-Glendale, CA",2018,
42272,"Mansfield, OH",2018,39173
42273,"Medford, OR",2018,45903
42274,"Memphis, TN-MS-AR",2018,46481
42275,"Merced, CA",2018,37193
42276,"Miami-Miami Beach-Kendall, FL",2018,
42277,"Midland, MI",2018,53973
42278,"Milwaukee-Waukesha, WI",2018,56253
42279,"Minneapolis-St. Paul-Bloomington, MN-WI",2018,62695
42280,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
42281,"Morristown, TN",2018,36379
42282,"Muskegon, MI",2018,38141
42283,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2018,39867
42284,"Naples-Marco Island, FL",2018,99997
42285,"Nashville-Davidson--Murfreesboro--Franklin, TN",2018,59105
42286,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
42287,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
42288,"Niles, MI",2018,47325
42289,"North Port-Sarasota-Bradenton, FL",2018,58060
42290,"Oakland-Hayward-Berkeley, CA",2018,
42291,"Ocala, FL",2018,37497
42292,"Ocean City, NJ",2018,60246
42293,"Ogden-Clearfield, UT",2018,43682
42294,"Olympia-Lacey-Tumwater, WA",2018,49483
42295,"Orlando-Kissimmee-Sanford, FL",2018,43970
42296,"Oxnard-Thousand Oaks-Ventura, CA",2018,60238
42297,"Palm Bay-Melbourne-Titusville, FL",2018,46145
42298,"Panama City, FL",2018,43020
42299,"Phoenix-Mesa-Chandler, AZ",2018,46140
42300,"Portland-Vancouver-Hillsboro, OR-WA",2018,56762
42301,"Prescott, AZ",2018,
42302,"Providence-Warwick, RI-MA",2018,53771
42303,"Pueblo, CO",2018,37969
42304,"Punta Gorda, FL",2018,42292
42305,"Raleigh-Cary, NC",2018,56139
42306,"Reno, NV",2018,61005
42307,"Richmond, VA",2018,56101
42308,"Riverside-San Bernardino-Ontario, CA",2018,39403
42309,"Roanoke, VA",2018,46032
42310,"Rochester, NY",2018,50554
42311,"Rockford, IL",2018,43824
42312,"Rome, GA",2018,37593
42313,"Sacramento-Roseville-Folsom, CA",2018,54832
42314,"St. Cloud, MN",2018,45837
42315,"St. Joseph, MO-KS",2018,38098
42316,"St. Louis, MO-IL",2018,55533
42317,"Salem, OR",2018,42119
42318,"Salisbury, MD-DE",2018,48086
42319,"Salt Lake City, UT",2018,51253
42320,"San Antonio-New Braunfels, TX",2018,48192
42321,"San Diego-Chula Vista-Carlsbad, CA",2018,58719
42322,"San Francisco-Redwood City-South San Francisco, CA",2018,
42323,"San Luis Obispo-Paso Robles, CA",2018,55913
42324,"San Rafael, CA",2018,
42325,"Santa Maria-Santa Barbara, CA",2018,60818
42326,"Santa Rosa-Petaluma, CA",2018,61501
42327,"Savannah, GA",2018,46990
42328,"Seattle-Bellevue-Everett, WA",2018,
42329,"Silver Spring-Frederick-Rockville, MD",2018,
42330,"Spokane-Spokane Valley, WA",2018,44631
42331,"Springfield, IL",2018,47642
42332,"Springfield, MA",2018,51697
42333,"Springfield, OH",2018,40263
42334,"Stockton, CA",2018,43077
42335,"Syracuse, NY",2018,49369
42336,"Tacoma-Lakewood, WA",2018,
42337,"Tampa-St. Petersburg-Clearwater, FL",2018,47362
42338,"Trenton-Princeton, NJ",2018,68052
42339,"Tucson, AZ",2018,43103
42340,"Urban Honolulu, HI",2018,57468
42341,"Vallejo, CA",2018,49336
42342,"Virginia Beach-Norfolk-Newport News, VA-NC",2018,48322
42343,"Detroit-Warren-Dearborn, MI",2018,52469
42344,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2018,71615
42345,"West Palm Beach-Boca Raton-Delray Beach, FL",2018,
42346,"Wheeling, WV-OH",2018,48907
42347,"Wichita, KS",2018,50308
42348,"Winchester, VA-WV",2018,47879
42349,"Youngstown-Warren-Boardman, OH-PA",2018,42094
42350,"Akron, OH",2019,51714
42351,"Altoona, PA",2019,47573
42352,"Anchorage, AK",2019,63208
42353,"Ann Arbor, MI",2019,61101
42354,"Appleton, WI",2019,52743
42355,"Athens-Clarke County, GA",2019,42391
42356,"Atlanta-Sandy Springs-Alpharetta, GA",2019,55668
42357,"Augusta-Richmond County, GA-SC",2019,43512
42358,"Austin-Round Rock-Georgetown, TX",2019,62460
42359,"Baltimore-Columbia-Towson, MD",2019,62702
42360,"Battle Creek, MI",2019,40428
42361,"Bend, OR",2019,57493
42362,"Boston-Cambridge-Newton, MA-NH",2019,80965
42363,"Boulder, CO",2019,77305
42364,"Buffalo-Cheektowaga, NY",2019,51296
42365,"California-Lexington Park, MD",2019,57891
42366,"Boston-Cambridge-Newton, MA-NH",2019,80965
42367,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
42368,"Canton-Massillon, OH",2019,46019
42369,"Cape Coral-Fort Myers, FL",2019,52832
42370,"Cedar Rapids, IA",2019,52898
42371,"Chambersburg-Waynesboro, PA",2019,48014
42372,"Charlotte-Concord-Gastonia, NC-SC",2019,54086
42373,"Cheyenne, WY",2019,53532
42374,"Chicago-Naperville-Arlington Heights, IL",2019,
